orgnr;navn;ansatte;hjemmeside;beskrivelse;auto_kategori;auto_ord;auto_typer;manual_informativ (ja/nei);manual_forretningstype
993738077;CONTROL PLUS AS;15;www.controlplus.no;Selskapet skal føre regnskap for andre, samt yte rådgivning innen økonomi, finans og andre administrative tjenester.;specific;administrative finans føre yte;bookkeeping core, advisory;;
915574858;CR1.NO AS;11;www.cr1.no;Regnskapskontor.;boilerplate;;bookkeeping core;;
825004882;CRAFT CONSULTING AS;6;;Rådgivning og regnskapstjenester.;boilerplate;;bookkeeping core, advisory;;
988485551;CRETO REGNSKAP AS;5;;Regnskapsføring for andre, samt rådgivningstjenester.;generic;rådgivningstjenester;bookkeeping core, advisory;;
985182736;CROWE STAVANGER REVISJON AS;9;;Rådgivnings- revisjons og revisjonsvirksomhet samt deltagelse i lignende virksomheter.;specific;deltagelse revisjons revisjonsvirksomhet rådgivnings-;advisory, audit/tax;;
985282013;DALA ØKONOMI AS;10;www.sagakl.no/vaare-kontorer/innlandet/dala-oekonomi-as/;Regnskapsføring, rådgivning og bistand innen lønn, økonomi og beskatning.;generic;beskatning lønn;bookkeeping core, payroll, advisory;;
919499974;DALSBØ REGNSKAP AS;5;;Fremstilling og salg av regnskapstjenester, bedriftsrådgivning, konsulentvirksomhet, salg av soft- og hardware løsninger samt hva dermed står i forbindelse.;specific;bedriftsrådgivning fremstilling hardware soft-;bookkeeping core, advisory;;
896861042;DATAPLAN ALPHA AS;45;www.dataplan.no;Drift av regnskapsførerselskap.;generic;regnskapsførerselskap;bookkeeping core;;
990535019;DEKON REGNSKAP AS;20;www.dekon.no;Regnskapsførsel, bokføring og andre produkter/tjenester som naturlig hører sammen med dette, herunder delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer eller på annen måte gjøre seg interessert i andre foretak.;specific;delta foretak gjøre interessert måte seg selskaper;bookkeeping core;;
977475228;DEKORATØR OG KONSULENTSERVICE AS;6;;Konsulenttjenester innen regnskap, økonomi og undervisning innen hestehold.;generic;hestehold undervisning;bookkeeping core, advisory;;
942990855;DELTA REGNSKAP AS;17;www.delta.as;Regnskapsførsel, salg av regnskapstjenester, kapital- og forsikringsformidling, handel, kjøp og salg av verdipapirer, samt å eie, kjøpe, selge og forvalte fast eiendom eller andeler av slike, direkte eller gjennom aksjer og selskapsandeler av ethvert slag.;specific;direkte eie ethvert fast forsikringsformidling forvalte gjennom kapital- kjøpe selskapsandeler slag slike verdipapirer;bookkeeping core, unrelated trade;;
992697946;DEUTSCH-NORWEGISCHE HANDELSKAMMER SERVICES AS;22;www.handelskammer.no;Rådgivning overfor norske og tyske bedrifter, derunder markedsinformasjon, markedsanalyser, messedeltakelse, forretningspartnersøk, juridisk bistand, refusjon av mva.;specific;derunder forretningspartnersøk juridisk markedsanalyser markedsinformasjon messedeltakelse mva norske overfor refusjon tyske;advisory;;
823450982;DEVOLD CONSULTING AS;9;www.devoldconsulting.no;Drive regnskapskontor.;boilerplate;;bookkeeping core;;
945893893;DEVOLDS REGNSKAPSKONTOR AS;11;;Drive regnskapskontor, konsulentvirksomhet, handel samt ved innskudd i eller på annen måte være deltaker i andre selskaper.;specific;deltaker innskudd måte selskaper være;bookkeeping core, advisory, unrelated trade;;
922632510;DIGITAL ØKONOMI AS;7;;Regnskapstjenester og bedriftsrådgivning.;generic;bedriftsrådgivning;bookkeeping core, advisory;;
914286409;DIGITALL AS;13;www.digitall.no;Regnskap og rådgivning;boilerplate;;bookkeeping core, advisory;;
996455289;DIGNITAS REGNSKAP AS;5;;Regnskapstjenester og konsulentvirksomhet innen økonomi.;boilerplate;;bookkeeping core, advisory;;
992356898;DIRECTA AS;24;www.directa.no;Regnskapsføring, rådgivning knyttet til regnskap, skatt, økonomi, videre kjøp og salg av finansaktiva, samt annen finansiell virksomhet, ellers aktiviteter og rådgivning som naturlig faller innenfor selskapets aktivitet.;specific;aktivitet aktiviteter ellers faller finansaktiva finansiell knyttet videre;bookkeeping core, advisory, audit/tax;;
925174149;DITT DIGITALE REGNSKAPSKONTOR AS;6;;Ekstern regnskapsførsel, ledelse og rådgivning.;generic;ekstern ledelse;bookkeeping core, advisory;;
952666711;DITT REGNSKAP AS;8;;Drive regnskaps- og rådgivningsvirksomhet, herunder yte datatjeneste.;specific;datatjeneste regnskaps- rådgivningsvirksomhet yte;bookkeeping core, advisory, IT/data services;;
981110943;DM CONSULT AS;8;;Regnskapsbyrå og rådgivningstjenester innenfor fagområdene økonomi, IT og organisasjon til næringslivet og private.;specific;fagområdene næringslivet organisasjon rådgivningstjenester;bookkeeping core, advisory, IT/data services;;
877557642;DMC REGNSKAP AS;17;;Regnskap og konsulentvirksomhet for andre.;boilerplate;;bookkeeping core, advisory;;
819999732;DNB CARNEGIE BUSINESS MANAGEMENT AS;9;;Drive forretningsførervirksomhet og eiendomsforvaltning, herunder føring av regnskap for andre, med dertil hørende virksomhet og investeringer.;specific;dertil eiendomsforvaltning forretningsførervirksomhet hørende;bookkeeping core, unrelated trade;;
931096761;DRIV ØKONOMI AS;13;www.drivok.no;Drive regnskaps- og kontorservice, samt hva hermed står i forbindelse, herunder å delta i andre selskaper med lignende virksomhet.;generic;kontorservice regnskaps-;bookkeeping core;;
926403729;EAGER INNLANDET AS;8;;Regnskapstjenester og rådgivning og all annen aktivitet i tilknytning til dette.;generic;aktivitet;bookkeeping core, advisory;;
916643098;EASY ACCOUNTING AS;10;www.easya.no;Regnskapsbyrå.;boilerplate;;bookkeeping core;;
919641061;EB REGNSKAP AS;13;bettenregnskap.no;Regnskapsbyrå.;boilerplate;;bookkeeping core;;
912040801;ECIT AS;11;;Drift og eierskap i regnskap-, IT- og rådgivningsselskaper, samt eierskap i tilknyttet virksomhet.;specific;eierskap it- regnskap- rådgivningsselskaper;bookkeeping core, advisory, IT/data services;;
987605073;ECIT BUSINESS PARTNER AS;29;www.partnerregnskap.no;Regnskapskontor, datatjenester og lignende virksomhet.;generic;datatjenester;bookkeeping core, IT/data services;;
987770384;ECIT BUSINESS PARTNER PLUSS AS;7;;Regnskapsføring, økonomisk rådgivning.;boilerplate;;bookkeeping core, advisory;;
954231313;ECIT CONSULTA AS;21;www.ecit.no;Regnskapsføring, kontortjenester, konsulentbistand og hertil hørende virksomhet samt deltakelse i annen virksomhet.;specific;deltakelse hertil hørende konsulentbistand kontortjenester;bookkeeping core, advisory;;
923758941;ECIT ELVERUM AS;10;;Regnskapstjenester.;boilerplate;;bookkeeping core;;
980015033;ECIT HARESTUA AS;7;www.okonomi-konsulentservice.no;Regnskap og økonomi, og dertil naturlig tilhørende virksomhet.;generic;dertil tilhørende;bookkeeping core;;
981085892;ECIT INTUNOR AS;108;www.ecit.com/no/intunor/;Regnskapstjenester, administrasjon,økomomisk rådgivning og annen virksomhet i naturlig forbindelse hermed, herunder å delta i andre selskap med liknende virksomhet.;specific;administrasjon delta liknende økomomisk;bookkeeping core, advisory;;
999221394;ECIT KRR AS;13;;Regnskapskontor.;boilerplate;;bookkeeping core;;
915514383;ECIT LILLEHAMMER AS;7;;Regnskapsføring og bedriftsrådgiving.;generic;bedriftsrådgiving;bookkeeping core, advisory;;
879906792;ECIT NORIAN AS;51;www.norian.no;Yte andre firmaer/personer regnskapsmessige tjenester, økonomisk- og forretningsmessig bistand og hva som dermed står i forbindelse, samt deltakelse med aksjer/andeler i annen næringsvirksomhet på kort og lang sikt.;specific;deltakelse firmaer forretningsmessig kort lang næringsvirksomhet personer regnskapsmessige sikt yte økonomisk-;bookkeeping core;;
919495324;ECIT NORMANN & ØYGARDEN AS;27;;Regnskapskontor.;boilerplate;;bookkeeping core;;
812830732;ECIT OS AS;13;;Drive regnskaps- og rådgivningstjenester, utleie av personell innen regnskaps- og rådgivningsbransjen, herunder å delta i andre selskap med lignende virksomhet.;specific;delta personell regnskaps- rådgivningsbransjen rådgivningstjenester;bookkeeping core, advisory;;
993800139;ECIT SERVICES AS;293;www.ecit.no;Tilby regnskaps- og rådgivningstjenester, annet som naturlig faller under dette, samt å delta i andre selskaper med samme eller beslektet formål.;specific;beslektet delta faller regnskaps- rådgivningstjenester selskaper tilby;bookkeeping core, advisory;;
989608398;ECIT STORD AS;8;www.aktiva.no;Drive regnskapsføring, økonomirådgivning og andre tjenester som står i naturlig sammenheng med dette.;generic;enheng økonomirådgivning;bookkeeping core;;
912683052;ECIT VALDRES AS;14;;Regnskap, revisjon og skatterådgivning.;generic;revisjon skatterådgivning;bookkeeping core, audit/tax;;
989111647;ECIT VEIBY AKONTO AS;41;www.ecit.no;Regnskapsføring, revisjon, økonomisk rådgivning og deltagelse i andre virksomheter.;generic;deltagelse revisjon;bookkeeping core, advisory, audit/tax;;
915714641;ECO FINANS AS;7;ecofinans.no;Konsulentvirksomhet, regnskap, bokføring og hva dertil står i forbindelse.;generic;dertil;bookkeeping core, advisory;;
925947210;ECONIO AS;29;www.accountor.no;Regnskapstjenester, økonomisk rådgivning, programvaresupport og det som ellers ligger naturlig under et regnskapsførerselskap.;specific;ellers ligger programvaresupport regnskapsførerselskap;bookkeeping core, advisory;;
831087692;ECONPARTNER AS;43;www.econpartner.no;Å yte regnskapsmessig og annen kontormessig bistand.;specific;kontormessig regnskapsmessig yte;bookkeeping core;;
925767573;ECOVIS ACCOUNTING NORWAY AS;11;;Regnskap og bokføring, merverdiavgiftsrepresentasjon, rådgiving, konsulentvirksomhet og annen virksomhet som naturlig hører inn under dette.;generic;inn merverdiavgiftsrepresentasjon;bookkeeping core, advisory;;
988076678;ECOVIS ARDUR TAX AS;5;www.ecovis.no;Regnskap og bokføring, merverdiavgiftsrepresentasjon, rådgiving, konsulentvirksomhet og annen virksomhet som naturlig hører inn under dette.;generic;inn merverdiavgiftsrepresentasjon;bookkeeping core, advisory;;
916952929;EDUHOUSE AS;5;eduhouse.no;Formidling av kunnskap innenfor regnskap og økonomi og andre produkter/tjenester som naturlig hører sammen med dette.;generic;formidling kunnskap;bookkeeping core;;
927389754;EDVARDSEN ØKONOMISERVICE AS;12;www.edvardsenregnskap.no;Økonomi- og regnskapstjenester, investering i andre selskaper, samt det som naturlig står i forbindelse med dette.;generic;selskaper økonomi-;bookkeeping core;;
913173600;EFFEKT REGNSKAP AS;14;;Regnskap og rådgivningstjenester;generic;rådgivningstjenester;bookkeeping core, advisory;;
932209632;EIBL ACCOUNTING AS;8;;Regnskapsføring.;boilerplate;;bookkeeping core;;
980406822;EIDISSEN MERKANTIL AS;7;;Autorisert regnskapsførerselskap.;generic;autorisert regnskapsførerselskap;bookkeeping core;;
934109643;EIENDOMSMEGLERREGNSKAP AS;5;;Regnskapsføring.;boilerplate;;bookkeeping core;;
914716616;EIKA ØKONOMI ASKIM AS;11;www.eikaokonomi.no/ost;Regnskapsførerselskap.;generic;regnskapsførerselskap;bookkeeping core;;
981946200;EIKA ØKONOMI FOLLO AS;8;www.okonomikontoret.no;Merkantile tjenester, økonomisk rådgivning, finansrådgivning og andre relaterte fagområder for næringsdrivende og bedrifter, samt hva hermed står i forbindelse, herunder å delta i andre selskaper med lignende virksomheter, inklusive kjøp og salg av eiendom.;specific;fagområder finansrådgivning inklusive merkantile;advisory, unrelated trade;;
970999213;EIKA ØKONOMI MIDT-NORGE AS;33;www.eikaokonomi.no/midt-norge;Regnskapsføring og økonomisk veiledning samt hva herved står i forbindelse.;generic;veiledning;bookkeeping core;;
923039562;EK ØKONOMI AS;6;;Regnskapsførsel, fakturering, lønnskjøring og økonomisk rådgivning.;generic;fakturering lønnskjøring;bookkeeping core, payroll, advisory;;
946299553;Eksakt Regnskap A/S;10;;Drive regnskapskontor og å gi konsulentbistand samt annen virksomhet som naturlig faller inn under dette.;specific;faller inn konsulentbistand;bookkeeping core, advisory;;
966313404;EKSTERN REGNSKAP AS;10;www.ekstern-regnskap.no;Tilby regnskapstjenester og annen beslektet virksomhet.;generic;beslektet tilby;bookkeeping core;;
991599460;ELTO REGNSKAP AS;6;www.eltoregnskap.no;Regnskapsføring og rådgivning for andre.;boilerplate;;bookkeeping core, advisory;;
977087511;EMINENT REGNSKAP AS;7;;Regnskapsføring og annen økonomisk bistand.;boilerplate;;bookkeeping core;;
995453355;EMINENTIA REGNSKAP AS;14;;Regnskapstjenester og økonomisk rådgivning.;boilerplate;;bookkeeping core, advisory;;
929931769;EMU GROWTH PARTNERS NORWAY AS;5;;Regnskapsføring. Konsulenttjenester innen IT.;boilerplate;;bookkeeping core, advisory, IT/data services;;
923790918;ENETRA ØKONOMI AS;5;www.enetra.no;Regnskapsbyråtjenester, bokføring, rådgivning, skatterådgivning og bedriftsrådgivning.;specific;bedriftsrådgivning regnskapsbyråtjenester skatterådgivning;bookkeeping core, advisory, audit/tax;;
952617443;ENIMENTE AS;6;www.enimente.no;- bedriftsøkonomisk rådgivning - regnskapsservice - utvikling/ tilpasning av EDB baserte kontor-   rutiner.;specific;baserte bedriftsøkonomisk edb kontor- regnskapsservice rutiner tilpasning;bookkeeping core, advisory, IT/data services;;
935701430;ENORA AS;695;;Regnskapsføring. Konsulenttjenester innen IT. Bedriftsrådgivning, administrativt.;generic;administrativt bedriftsrådgivning;bookkeeping core, advisory, IT/data services;;
991398805;ENQVIST BOLIGFORVALTNING AS;18;;Forretningsførsel innbefattet regnskapsføring og alminnelig eiendomsforvaltning.;specific;alminnelig eiendomsforvaltning forretningsførsel innbefattet;bookkeeping core, unrelated trade;;
986427813;EP REGNSKAP AS;9;;Regnskapsførsel, konsulentvirksomhet, rådgivning og hva ellers faller naturlig inn i denne virksomheten, samt annen økonomisk virksomhet.;specific;denne ellers faller inn;bookkeeping core, advisory;;
946823465;ERNST & YOUNG COMPLIANCE SERVICES AS;30;;Virksomhet som merverdiavgiftsrepresentant for utenlandske virksomheter, regnskapsføring og tilknyttede rådgivningstjenester.;specific;erverdiavgiftsrepresentant rådgivningstjenester tilknyttede utenlandske;bookkeeping core, advisory;;
989002090;ERVIK REKNESKAP AS;7;;Rekneskapsbyrå.;generic;rekneskapsbyrå;;;
919749822;ESCALON SERVICES NORWAY AS;5;www.escalonservices.no/;Økonomi og regnskapstjenester.;boilerplate;;bookkeeping core;;
979491611;EVER AS;33;www.ever.as;Regnskap og rådgivning.;boilerplate;;bookkeeping core, advisory;;
994056689;EVER TRONDHEIM AS;14;www.ever.no;Regnskapskontor.;boilerplate;;bookkeeping core;;
914055229;EVJE LANDBRUKSREGNSKAP AS;9;;Regnskapsførsel for primærnæringene.;generic;primærnæringene;bookkeeping core;;
912668835;EX PROFESSO - AUTORISERT REGNSKAPSBYRÅ AS;6;;Regnskapsføring for andre.;boilerplate;;bookkeeping core;;
963740085;EXACTA AS;38;;Tjenester innen regnskapsføring, og deltagelse i andre selskap med lignende formål.;generic;deltagelse;bookkeeping core;;
936248543;EXACTUM REGNSKAP & RÅDGIVNING AS;9;;Regnskapsføring.;boilerplate;;bookkeeping core;;
921116179;EXITUM ØKONOMI AS;11;;Regnskapsføring og økonomisk rådgivning.;boilerplate;;bookkeeping core, advisory;;
968460072;FALKENBERG REGNSKAPSBYRÅ AS;6;;Regnskapsførsel, forretningsførsel og konsulent- tjenester, samt hva dertil står i forbindelse. Selskapet kan også delta i andre forretnings- foretak.;specific;delta dertil foretak forretnings- forretningsførsel konsulent-;bookkeeping core, advisory;;
993486124;FASTPRIS REGNSKAP AS;11;www.fastpris.no;Regnskap og bokføring.;boilerplate;;bookkeeping core;;
941388930;FEARNLEY BUSINESS MANAGEMENT AS;15;;Investeringstjenester samt å drive virksomhet som lovlig kan tilbys i tilknytning til dette, samt føre regnskap for andre.;specific;føre investeringstjenester lovlig tilbys;bookkeeping core;;
929983122;Fenstad Regnskapskontor A/S;11;;Regnskapsvirksomhet og annen virksomhet som styret finner interessant.;specific;finner interessant regnskapsvirksomhet styret;bookkeeping core;;
983150187;FIALA REGNSKAP AS;7;;Tilby regnskapstjenester og øvrig økonomisk bistand. Selskapet vil også drive invester.;specific;invester tilby øvrig;bookkeeping core;;
927497735;FIDE REGNSKAP AS;18;www.fide.no;Salg av regnskaps- og rådgivningstjenester, og herunder beslektede tjenester.;specific;beslektede regnskaps- rådgivningstjenester;bookkeeping core, advisory;;
912102157;FIDELIS REGNSKAP AS;5;www.fidelisregnskap.no/;Regnskap og bokføring, gjennom aksjeeie eller på annet vis gjøre seg interessert i annen virksomhet, fast eiendom, samt enhver annen virksomhet i tilknytning til ovennevnte.;specific;aksjeeie enhver fast gjennom gjøre interessert ovennevnte seg vis;bookkeeping core, unrelated trade;;
979890559;FIGURES ØST AS;5;;Regnskapsføring, konsulent-tjenester, investeringer i selskaper og aksjer.;generic;konsulent-tjenester selskaper;bookkeeping core, advisory;;
912357031;FINANSCO FORRETNINGSFØRSEL AS;8;;Autorisert regnskapsføringsvirksomhet, konsulent- og rådgivningsvirksomhet.;specific;autorisert konsulent- regnskapsføringsvirksomhet rådgivningsvirksomhet;bookkeeping core, advisory;;
989682660;FINANSTORGET AS;6;www.ftas.no;Regnskapstjenester, konsulenttjenester innen handel- og internett- relaterte oppgaver. Kjøp og salg av aksjer.;specific;handel- internett- oppgaver;bookkeeping core, advisory, unrelated trade;;
918088938;FIRST ACCOUNTING AS;6;www.bv-forvaltning.no;Forretningsførsel, regnskap, investering i fast eiendom, samt deltakelse i andre selskaper herunder kjøp og salg av aksjer.;specific;deltakelse fast forretningsførsel selskaper;bookkeeping core, unrelated trade;;
934262123;FISKERIKOMPETANSE AS;9;;Regnskapsføring. Andre aktiviteter: Konsulentvirksomhet, management og eie aksjer i andre selskap.;specific;aktiviteter eie management;bookkeeping core, advisory;;
964095175;FISKERISERVICE AS;5;;Regnskap- og rådgivningstjenester innen økonomi og administrasjon.;specific;administrasjon regnskap- rådgivningstjenester;bookkeeping core, advisory;;
921021445;FIX REGNSKAP AS;8;www.fixregnskap.no;Regnskapsførsel og bedriftsrådgivning.;generic;bedriftsrådgivning;bookkeeping core, advisory;;
996015505;FJECO REGNSKAP AS;8;www.fjeco.no;Regnskapstjenester.;boilerplate;;bookkeeping core;;
934565290;FJELL REGNSKAP AS;5;;Regnskapsføring.;boilerplate;;bookkeeping core;;
999578748;FJORD SERVICES AS;11;www.fjordservices.no;Regnskapsførsel og andre tjenester som faller naturlig under dette.;generic;faller;bookkeeping core;;
919399023;FLAV AS;13;www.flav.no;Regnskapsføring.;boilerplate;;bookkeeping core;;
941108474;FLEXI AS;21;www.flexi.no;Autorisert regnskapsfører selskap, konsulentvirksomhet, utvikling av dataprogrammer og annet som faller naturlig inn under dette.;specific;autorisert dataprogra faller inn regnskapsfører;bookkeeping core, advisory, IT/data services;;
982110408;FLISA REGNSKAP AS;5;;Regnskapsføring, økonomisk rådgiving, etablereropplæring og kurs innen økonomisk fagområder.;specific;etablereropplæring fagområder kurs;bookkeeping core, advisory;;
927689766;FLYT REGNSKAP AS;6;;Regnskapsføring.;boilerplate;;bookkeeping core;;
932829894;FLYT ØKONOMI AS;9;;Regnskapsføring.;boilerplate;;bookkeeping core;;
986525084;FOKUS NORDIC OPERATIONS AS;12;;Regnskapsførsel og forretningsførsel, samt annet som har naturlig tilknytning til slik virksomhet.;generic;forretningsførsel har;bookkeeping core;;
996161684;FOKUS REGNSKAP OG RÅDGIVNING AS;6;;Regnskapsførsel og bokføring, rådgivninger og utleie av personell og alt som hermed står i forbindelse.;generic;personell rådgivninger;bookkeeping core, advisory;;
922866384;FONNA ØKONOMI AS;6;;Regnskap og rådgivning.;boilerplate;;bookkeeping core, advisory;;
889990082;FORMUE ACCOUNTING AS;34;www.formue.no;Regnskapsføring.;boilerplate;;bookkeeping core;;
997233131;FORTUNA REGNSKAP AS;7;www.fortunaregnskap.no;Regnskap og bokføring.;boilerplate;;bookkeeping core;;
976494741;FORVALTNINGSPARTNER AS;23;;Eiendomsforvaltning. Regnskap og bokføring.;generic;eiendomsforvaltning;bookkeeping core, unrelated trade;;
828044702;FORVIS MAZARS OUTSOURCING AS;18;;Regnskapsbyråtjenester, regnskapsføring og rådgivning, forvaltning av selskaper og eiendommer, kjøp og salg av varer og tjenester. Samt deltagelse i andre selskaper med et hvert formål og annet som naturlig faller sammen med dette.;specific;deltagelse eiendo faller forvaltning hvert regnskapsbyråtjenester selskaper varer;bookkeeping core, advisory, unrelated trade;;
931740296;FRAM ØKONOMI OSLO AS;11;;Regnskapsføring.;boilerplate;;bookkeeping core;;
934137833;FRANKS REGNSKAP AS;6;;Regnskapsføring.;boilerplate;;bookkeeping core;;
924339969;FREINO REGNSKAP AS;6;;Regnskap og bokføring, bedriftsrådgivning og annen administrativ rådgivning.;generic;administrativ bedriftsrådgivning;bookkeeping core, advisory;;
911628937;FREWILLA SERVICES AS;5;;Bokføring og forretningsførsel for selskaper underlagt Frewilla AS og utleie av arbeidskraft, og hva som står i naturlig forbindelse, herunder deltagelse i andre virksomheter.;specific;arbeidskraft deltagelse forretningsførsel frewilla selskaper underlagt;bookkeeping core;;
991163328;FRISIKT KIRKENÆR AS;19;;Regnskap og bokføring, og annen økonomisk rådgivning.;boilerplate;;bookkeeping core, advisory;;
932372894;FRISIKT SØR AS;14;;Regnskapsføring.;boilerplate;;bookkeeping core;;
991606823;FRISIKT VEST AS;74;www.frisikt.no;Regnskapsføring, økonomisk rådgivning og hva hermed står i forbindelse.;boilerplate;;bookkeeping core, advisory;;
984734387;FRISIKT ØST AS;59;www.okonomi.as;Regnskap og konsulentvirksomhet for næringsdrivende og privat virksomhet.;generic;privat;bookkeeping core, advisory;;
913631676;FRODIG ØKONOMI AS;14;;Ekstern økonomisk rådgivning og utførelse av regnskapstjenester samt alt som hører inn under dette. Herunder også deltakelse i andre selskaper.;specific;deltakelse ekstern inn selskaper utførelse;bookkeeping core, advisory;;
921368429;FROLAND REGNSKAP AS;6;;Levere regnskapstjenester og annen økonomisk rådgivning.;boilerplate;;bookkeeping core, advisory;;
928764044;FRYD REGNSKAP AS;8;frydregnskap.no;Leveranse av økonomitjenester innenfor regnskap, lønn og rådgivning, samt investering i andre foretak.;specific;foretak lønn økonomitjenester;bookkeeping core, payroll, advisory;;
942203284;FYRESDAL REKNESKAPSKONTOR AS;7;;Regnskapsføring og økonomianalyser/planlegging for firma og private klientar.;specific;firma klientar planlegging økonomianalyser;bookkeeping core;;
992142278;GABLER ACCOUNTING AS;12;;Levere regnskapstjenester.;boilerplate;;bookkeeping core;;
978702104;GABLER TRITON AS;6;;Føre regnskap for andre, bedriftsrådgivning og alt som måtte stå i forbindelse med dette.;specific;bedriftsrådgivning føre stå åtte;bookkeeping core, advisory;;
919383755;GARDERMOEN ØKONOMI AS;6;;Regnskap, bokføring samt økonomisk- og skatterådgiving og andre produkter/tjenester som naturlig hører sammen med dette.;generic;skatterådgiving økonomisk-;bookkeeping core, audit/tax;;
912717879;GEIR OVE KVAM AS;5;;Drive overnattingsverksemd i form av utleige. Utleige av maskiner- og transporttjenester, investering i andre selskaper og eigedommar samt finansielle investeringar og elles kjøp og sal av utstyr / tjenester som er naturleg for selskapet. Yte tjenester innenfor helse, sosial og forebygging retta mot barn og ungdom. Yte tjenester til private og det offentlege innenfor økonomi og rekneskap.;specific;barn eigedo elles finansielle forebygging form helse investeringar maskiner- naturleg offentlege overnattingsverksemd rekneskap retta sal selskaper sosial transporttjenester ungdom utleige utstyr yte;unrelated trade;;
913107209;GERHARD & SØNN AS;50;www.gerhardogsonn.no;Regnskap, bokføring, og økonomisk rådgivning.;boilerplate;;bookkeeping core, advisory;;
982249023;GL SKIPSREGNSKAP AS;8;www.glskip.no;Regnskapstjenester, forretningsførsel, investeringer og derved forbundet virksomhet.;specific;derved forbundet forretningsførsel;bookkeeping core;;
947615955;GODE TALL AS;19;www.godetall.no;Regnskap og konsulenttjenester.;boilerplate;;bookkeeping core, advisory;;
982508029;GP ØKONOMI AS;13;;Regnskapsføring og økonomisk rådgivning med bistand for kunder og alt som hører med i den forbindelse.;boilerplate;;bookkeeping core, advisory;;
931201050;GRAFF REGNSKAP OG RÅDGIVNING AS;7;;Regnskapsføring.;boilerplate;;bookkeeping core;;
928556530;GREENSTEP NORGE AS;17;www.greenstep.com/no;Utvikling og salg av regnskapstjenester, programvare, salg av konsulenttjenester.;generic;programvare;bookkeeping core, advisory, IT/data services;;
926067303;GREPA ØKONOMI AS;14;;Regnskapsføring og annen kontorservice.;generic;kontorservice;bookkeeping core;;
964342555;GUDMUNDSEN REGNSKAPSBYRÅ AS;6;;Regnskapsførsel, økonomisk rådgivning, fakturering og foretningsførsel, samt hva herunder står i for bindelse.;specific;bindelse fakturering foretningsførsel;bookkeeping core, advisory;;
915050700;GØTT REGNSKAP AS;9;;Regnskapsførervirksomhet.;generic;regnskapsførervirksomhet;bookkeeping core;;
979485611;H.D. EIDISSEN REGNSKAPSKONTOR AS;10;www.eidissenregnskap.no;Regnskapskontor, økonomisk rådgivning, samt aksjetegning, kunne delta i annen viklsomhet innen handel og industri.;specific;aksjetegning delta industri kunne viklsomhet;bookkeeping core, advisory, unrelated trade;;
999166962;HADELAND REGNSKAP AS;20;;Regnskaps- og rådgivingstjenester.;generic;regnskaps- rådgivingstjenester;bookkeeping core, advisory;;
938036764;HAGLAND FINANS AS;21;;Finansmegling, bedriftsrådgiving, forvaltning av andre selskaper inkludert eiendomsselskaper samt hva hermed står i forbindelse, herunder å delta i andre foretagender.;specific;bedriftsrådgiving delta eiendomsselskaper finansmegling foretagender forvaltning inkludert selskaper;advisory, unrelated trade;;
988976466;HAGLUND REGNSKAP AS;6;www.haglund.no;Regnskap og bedriftsrådgivning.;generic;bedriftsrådgivning;bookkeeping core, advisory;;
980057925;HALLINGDAL ØKONOMISERVICE AS;25;;Regnskapsføring, årsoppgjør, rådgiving omkring skatt og bedriftsøkonomiske vurderinger. Taksering og komplett rådgiving ved eierskifte i landbruket, herunder kursvirksomhet.;specific;bedriftsøkonomiske eierskifte komplett kursvirksomhet landbruket omkring taksering vurderinger årsoppgjør;bookkeeping core, advisory, audit/tax;;
925808571;HALSTEINSLID AS;5;;Utføre regnskaps- og rådgivningstjenester for næringsdrivende.;specific;regnskaps- rådgivningstjenester utføre;bookkeeping core, advisory;;
822866182;HAMA ACCOUNTING AS;6;;Levere regnskaps-, økonomi- og konsulenttjenester, samt alt som står i forbindelse med dette, herunder deltagelse i andre selskaper.;generic;regnskaps- økonomi-;bookkeeping core, advisory;;
912439461;HASLESTAD REGNSKAP AS;29;www.jsh.no;Revisjons- og regnskapsvirksomhet og hva hermed står i forbindelse, herunder å delta i andre sel- skaper med lignende virksomhet, samt kjøp og drift av fast eiendom.;specific;delta fast regnskapsvirksomhet revisjons- sel- skaper;bookkeeping core, audit/tax, unrelated trade;;
880381962;HASUND AS;26;;Bedriftrådgiving og rekneskapskontor.;generic;bedriftrådgiving rekneskapskontor;;;
986151818;HATTFJELLDAL REGNSKAPSKONTOR AS;5;;Drift av regnskapskontor, utleie av fast eiendom samt deltakelse i andre virksomheter ved aksjetegning eller på annen måte.;specific;aksjetegning deltakelse fast måte;bookkeeping core, unrelated trade;;
919807172;HAUGALAND REGNSKAP AS;6;;Regnskap og bokføring, samt hva hermed står i forbindelse, herunder å delta i andre selskaper med tilsvarende virksomhet.;boilerplate;;bookkeeping core;;
912483215;HAUGEN REGNSKAP AS;8;www.haugen-regnskap.no;Salg av regnskap- og konsulenttjenester, samt virksomhet som naturlig står i forbindelse med dette.;generic;regnskap-;bookkeeping core, advisory;;
933249913;HAUGERUD REGNSKAPSKONTOR AS;17;;Regnskapsføring.;boilerplate;;bookkeeping core;;
925413224;HAV REGNSKAP FINNØY AS;9;;Regnskap, rådgivning, forretningsutvikling, lønn og fakturering.;specific;fakturering forretningsutvikling lønn;bookkeeping core, payroll, advisory;;
931313657;HAV REGNSKAP STAVANGER AS;6;;Regnskapsføring.;boilerplate;;bookkeeping core;;
