orgnr;navn;ansatte;hjemmeside;beskrivelse;auto_kategori;auto_ord;auto_typer;manual_informativ (ja/nei);manual_forretningstype
986758526;HEADWIND ØKONOMI AS;16;www.headwind.no;Regnskapsføring og konsulentbistand innen økonomi og data. Salg av software og hardware.;specific;data hardware konsulentbistand software;bookkeeping core, advisory, IT/data services;;
997009193;HEDEMARKEN REGNSKAP AS;18;www.hedemarkenregnskap.no;Føring av regnskap for andre og økonomisk rådgivning samt annet som står i naturlig forbindelse for denne virksomheten;generic;denne;bookkeeping core, advisory;;
914288525;HEGGE REGNSKAP AS;8;;Regnskapskontor, føre regnskap for andre.;generic;føre;bookkeeping core;;
968267000;HEGLE REGNSKAP AS;14;;Regnskapskontor med naturlig tilhørende virksomhet i Orkdal og Trondheim.;specific;orkdal tilhørende trondheim;bookkeeping core;;
881498022;HEIMTUN REGNSKAP & RÅDGIVNING AS;13;www.heimtun-bryn.no;Føre regnskap for andre, samt alt som derved står i forbindelse. Videre ved aksjetegning eller på annen måte gjøre seg interessert i andre foretag.;specific;aksjetegning derved foretag føre gjøre interessert måte seg videre;bookkeeping core;;
988914320;HEIAAS REGNSKAP AS;5;;Ekstern regnskapsføring, økonomisk rådgivning og konsulentoppdrag innen regnskap og økonomi.;generic;ekstern konsulentoppdrag;bookkeeping core, advisory;;
942099975;HETOR REGNSKAPSSERVICE AS;9;;Drive regnskapsbyrå og alt som står i forbindelse hermed.;boilerplate;;bookkeeping core;;
976708407;HILDE MØRK AS;7;;Forretningsførsel for mindre foretak. Transport av gods på vei.;specific;foretak forretningsførsel gods mindre transport vei;unrelated trade;;
971220988;HJARTDAL OG GRANSHERAD REKNESKAPSKONTOR AS;9;;Rekneskapskontor, samt hva herved står i forbindelse.;generic;rekneskapskontor;;;
929500873;HLS REGNSKAP AS;5;;Skal selge tjenester og varer innen regnskap, og annet som naturlig sammenfaller med dette, samt deltakelse i andre selskaper, investeringer og nærliggende virksomhet.;specific;deltakelse enfaller nærliggende selskaper varer;bookkeeping core;;
914205530;HN REGNSKAP AS;6;www.hnre.no;Forretningsførsel/regnskapsførsel/rådgivningsvirksomhet.;generic;forretningsførsel rådgivningsvirksomhet;bookkeeping core, advisory;;
964240108;HOPE REKNESKAPSKONTOR AS;19;sunnfjord.econ.no/;Rekneskapskontor og tilhøyrande tenester, samt å delta i andre selskap.;specific;delta rekneskapskontor tenester tilhøyrande;;;
995710633;HORG REGNSKAP AS;11;;Drift av regnskapskontor.;boilerplate;;bookkeeping core;;
995171570;HOVDEN CONSULT AS;9;hovdenconsult.no;Regnskapsføresel og økonomisk rådgivning og alt som naturlig hører inn under dette, herunder å eie aksjer og andeler i andre selskaper.;specific;eie inn regnskapsføresel selskaper;bookkeeping core, advisory;;
934862937;HÖEGH CAPITAL PARTNERS AS;5;;Føre regnskap for andre, samt drive økonomisk virksomhet av enhver art.;specific;art enhver føre;bookkeeping core;;
997420063;HØILUND REGNSKAP AS;18;;Konsulent- og regnskapstjenester innen økonomisk og administrativ rådgivning.;generic;administrativ konsulent-;bookkeeping core, advisory;;
922789916;IB REGNSKAPSTJENESTER AS;6;;Regnskapstjenester.;boilerplate;;bookkeeping core;;
917598703;IB REKNESKAP AS;5;www.ibrekneskap.no;Regnskapsføring for idrettslag og andre selskap. Rådgiving.;generic;idrettslag;bookkeeping core, advisory;;
919563753;ICONOMY AS;22;;Regnskapsførsel for andre virksomheter og rådgivning.;boilerplate;;bookkeeping core, advisory;;
998547334;IFRONT ØKONOMI AS;6;;Føring av regnskap og rådgivning vedrørende lønns- og personalsaker.;specific;lønns- personalsaker vedrørende;bookkeeping core, payroll, advisory;;
952152149;ILA BOKHOLDERI AS;8;ilabokholderi.no;Regnskapsføring.;boilerplate;;bookkeeping core;;
929500911;ILMA REGNSKAP AS;5;;Regnskap, rådgivning og andre tjenester som hører naturlig innunder dette.;generic;innunder;bookkeeping core, advisory;;
988669725;IMENTE JUSS & REGNSKAP AS;5;www.imente-regnskap.no;Bokføring, regnskapsvirksomhet og rådgivning, og det som naturlig tilhører dette.;generic;regnskapsvirksomhet tilhører;bookkeeping core, advisory;;
988636932;IMS REGNSKAP AS;6;www.imsregnskap.no;Regnskapsføring, rådgivning og kontortjenester, bygg-taksering.;generic;bygg-taksering kontortjenester;bookkeeping core, advisory, unrelated trade;;
936354890;INFOREGN AS;6;;Levere tjenester innen regnskapsføring, herunder drive konsulent- og kursvirksomhet, samt utvikle, markedsføre og selge produkter i tilknytning til økonomistyring og administrative styringssystemer. Selskapet skal også kunne delta i annen økonomisk virksomhet, alene eller ved interessent-/ aksjeinnskudd el.l.;specific;administrative aksjeinnskudd alene delta interessent- konsulent- kunne kursvirksomhet markedsføre styringssystemer økonomistyring;bookkeeping core, advisory;;
982583608;INITECH CONSULTING AS;9;;Konsulentvirksomhet innenfor økonomi og regnskap.;boilerplate;;bookkeeping core, advisory;;
841317602;INNVIK REKNESKAPSSERVICE AS;8;;Rekneskapskontor og det som står i samband med dette, medrekna å ta del i andre selskap med liknande verksemd.;specific;del liknande medrekna rekneskapskontor samband verksemd;;;
912508951;INOXO REGNSKAP AS;5;;Økonomi og regnskapstjenester.;boilerplate;;bookkeeping core;;
913103483;INSIGHT REGNSKAP AS;6;;Regnskapsføring for andre selskaper samt økonomisk rådgivning herunder aktiv deltagelse i andre selskaper.;specific;aktiv deltagelse selskaper;bookkeeping core, advisory;;
927338157;INSTATERA AS;7;;Regnskapsførsel for andre, konsulenttjenester og undervisning/kursvirksomhet.;generic;kursvirksomhet undervisning;bookkeeping core, advisory;;
930319821;INTELLI SERVICES AS;24;www.intelli.no;Investeringer.;boilerplate;;;;
921531761;INTER-DATA AS;5;;Regnskapsføring, databehandling, konsulent- og formidlingsvirksomhet innen leasing, factoring, forsikring, finansiering og hva dermed står i for- bindelse, kurs- og opplæringsvirksomhet, samt del- tagelse i andre selskaper med tilsvarende formål.;specific;bindelse databehandling del- factoring finansiering for- formidlingsvirksomhet forsikring konsulent- kurs- leasing opplæringsvirksomhet selskaper tagelse;bookkeeping core, advisory, IT/data services;;
997808339;IREGNSKAP AS;32;www.iregnskap.no;Regnskapskontor.;boilerplate;;bookkeeping core;;
997323750;IREGNSKAP KRISTIANSAND AS;5;www.iregn.no;Regnskapsføring, økonomisk rådgivning.;boilerplate;;bookkeeping core, advisory;;
996041727;IT REGNSKAP AS;34;www.itregnskap.no;Regnskapsbyrå.;boilerplate;;bookkeeping core;;
998156890;IVAN ULSUND REDERI AS;11;;Regnskap og administrasjon for hav- og kystfiskefartøy, samt investeringer.;specific;administrasjon hav- kystfiskefartøy;bookkeeping core;;
979713894;JANSSON & LARSEN REGNSKAP AS;41;www.jansson-larsen.no;Salg av regnskapstjenester, Edb-tjenester og økonomisk rådgivning.;generic;edb-tjenester;bookkeeping core, advisory, IT/data services;;
967708933;JEK REGNSKAP AS;9;;Føre regnskap for andre.;generic;føre;bookkeeping core;;
916588666;JFP SERVICES AS;22;;Regnskapsføring, innkjøp-, logistikk-, lager- og andre støttetjenester for andre selskaper.;specific;innkjøp- lager- logistikk- selskaper støttetjenester;bookkeeping core;;
933831868;JO REGNSKAP AS;7;;Regnskapsføring.;boilerplate;;bookkeeping core;;
911994356;JOINYOU AS;5;www.joinyou.no;Ekstern regnskapsførervirksomhet og rådgivning overfor andre næringsdrivende, foretak, organisasjoner eller foreninger.;specific;ekstern foreninger foretak organisasjoner overfor regnskapsførervirksomhet;bookkeeping core, advisory;;
915077218;JOLIN ACCOUNTING AS;6;;Ytre regnskapstjenester, økonomisk rådgivning og hva hermed står i denne forbindelse.;generic;denne ytre;bookkeeping core, advisory;;
928177564;JUST PRESIS AS;6;;Regnskapsføring, skatterådgivning og økonomistyring.;generic;skatterådgivning økonomistyring;bookkeeping core, audit/tax;;
975966992;JÆREN REGNSKAP AS;15;;Regnskap/konsulent - byrå.;generic;byrå;bookkeeping core, advisory;;
967534579;KANTALL AS;33;;Regnskapskontor og annen virksomhet knyttet til dette. Selskapet kan også ved aksjetegning eller ved å eie aksjer delta i annen næringsvirksomhet samt eie, kjøpe og selge fast eiendom samt å drive annen næringsvirksomhet.;specific;aksjetegning delta eie fast kjøpe knyttet næringsvirksomhet;bookkeeping core, unrelated trade;;
936911919;KEEL AS;10;;Regnskapsføring.;boilerplate;;bookkeeping core;;
988573108;KELMER AS;14;www.kelmer.no;Regnskapsføring og økonomisk rådgivning for andre bedrifter, samt andre tjenester som naturlig hører sammen med dette. Selskapet kan i tillegg drive med investering i aksjer og eiendom.;generic;tillegg;bookkeeping core, advisory, unrelated trade;;
958582528;KEMAX ØKONOMI REGNSKAP AS;16;www.kemax.no;Regnskapsførervirksomhet, bedriftsøkonomisk rådgivning.;generic;bedriftsøkonomisk regnskapsførervirksomhet;bookkeeping core, advisory;;
833078712;KFREGNSKAP AS;14;;Regnskapsføring.;boilerplate;;bookkeeping core;;
986553258;KINN REGNSKAP AS;7;;Regnskapstjenester og økonomisk rådgivning og alt som star i naturlig sammenheng med dette.;generic;enheng star;bookkeeping core, advisory;;
991711066;KJELDSBERG BOLIGFORVALTNING AS;8;www.kjeldsberg.no;Salg av regnskaps- og økonomitjenester.;generic;regnskaps- økonomitjenester;bookkeeping core;;
947214489;KJELL HAVER REGNSKAPSSERVICE AS;32;www.kjellhaver.no;Konsulenttjenester og regnskapsføring samt del- takelse i andre selskaper med lignende formål.;specific;del- selskaper takelse;bookkeeping core, advisory;;
976228383;KL REGNSKAP SELBU AS;14;www.kl.no;Regnskapsføring, økonomisk rådgivning, samt annen virksomhet som naturlig hører inn under dette.;generic;inn;bookkeeping core, advisory;;
921235380;KL ØKONOMI OG HR AS;41;www.kl.no;Regnskapskontor, og hva dermed står i forbindelse.;boilerplate;;bookkeeping core;;
926375164;KLC AS;5;;Regnskapsførsel og økonomisk rådgivning.;boilerplate;;bookkeeping core, advisory;;
980397599;KLEPP REGNSKAP AS;15;www.klepp-regnskap.no;Regnskapskontor.;boilerplate;;bookkeeping core;;
974476495;KNIF REGNSKAP AS;107;;Regnskap og konsulentvirksomhet.;boilerplate;;bookkeeping core, advisory;;
933565831;KOMPLETT REGNSKAP AS;8;;Regnskaps- kontor-/administrasjonsoppdrag, salg og servicetjenester samt hva dermed står i forbindelse, herunder å delta i andre selskaper med lignende virksomhet.;specific;administrasjonsoppdrag kontor- regnskaps- servicetjenester;bookkeeping core;;
910944681;KOMPLETT REGNSKAP HAMMERFEST AS;12;www.econ.no;Regnskapsservice, samt å yte konsultativ bistand både regnskapsmessig og forretningsmessig for alle typer av bedrifter.;specific;forretningsmessig konsultativ regnskapsmessig regnskapsservice yte;bookkeeping core;;
822496822;KONGSHAVN REGNSKAP AS;7;Www.kongshavnregnskap.no;Regnskapskontor.;boilerplate;;bookkeeping core;;
917198152;KONSERNSUPPORT AS;6;;Regnskapstjeneste, HR tjenester, salgsrettet tjeneste og administrasjon;specific;administrasjon regnskapstjeneste salgsrettet;bookkeeping core;;
996247406;KONTADO AS;6;;Regnskapsføring samt økonomisk rådgivning.;boilerplate;;bookkeeping core, advisory;;
915554245;KONTERA REGNSKAP AS;6;www.unnli.no;Regnskapsførsel og økonomisk bistand.;boilerplate;;bookkeeping core;;
998248825;KONTI AS;9;;Tilbyder av konsulenttjenester og rådgivning innen IT-systemer, databaser og integrasjon.;specific;databaser integrasjon it-systemer tilbyder;advisory, IT/data services;;
981339193;KONTOKUNST AS;7;;Regnskapsarbeid, økonomisk rådgivning og øvrige merkantile tjenester samt vikarbyrå.;specific;merkantile regnskapsarbeid vikarbyrå øvrige;bookkeeping core, advisory;;
998711282;KRAGERØ OG GRENLAND ØKONOMISERVICE AS;11;www.kros.no;Regnskapstjenester, andre beslektede tjenester samt kursvirksomhet og annet som er naturlig i den forbindelse.;generic;beslektede kursvirksomhet;bookkeeping core;;
935165644;KRISTOFFERSEN & BERG AS;10;;Drive regnskapsbyrå og økonomisk konsulent- virksomhet, samt derved forbunden virksomhet, herunder å drive handel.;specific;derved forbunden konsulent-;bookkeeping core, advisory, unrelated trade;;
919727039;KUDOS REGNSKAP AS;10;;Regnskapsførsel, konsulenttjenester.;boilerplate;;bookkeeping core, advisory;;
896380532;KULLTANGEN REGNSKAP AS;5;;Regnskapsfører- og konsulentvirksomhet.;generic;regnskapsfører-;bookkeeping core, advisory;;
991908501;KUNST & KULTUR REGNSKAP AS;7;;Autorisert regnskapsførerselskap med rådgivning i økonomi, skatt, administrasjon og regnskap. Konsulent- og sekretærtjenester innen for regnskap og økonomi med utleie av disse tjenestene. Investering i verdipapirer og eiendom, samt deltakelse i andre beslektede virksomheter.;specific;administrasjon autorisert beslektede deltakelse disse konsulent- regnskapsførerselskap sekretærtjenester tjenestene verdipapirer;bookkeeping core, advisory, audit/tax, unrelated trade;;
932296047;KURVE REGNSKAP AS;6;;Regnskapsføring.;boilerplate;;bookkeeping core;;
944837388;KVAM REKNESKAPSKONTOR AS;8;;Bokføring og rekneskapsservice, konsulenttenester og anna tenesteytande verksemd av merkantil art.;specific;anna art konsulenttenester merkantil rekneskapsservice tenesteytande verksemd;bookkeeping core, advisory;;
916051271;KVAMME REKNESKAP AS;9;;Regnskapsføring for andre.;boilerplate;;bookkeeping core;;
979346484;LAENG BEDRIFTSERVICE AS;8;;Føre regnskap for andre, drive med bedriftsrådgivning, administrasjon, internkontroll, regulær forretningsdrift samt annen virksomhet som naturlig faller inn under dette. Selskapet kan delta i andre selskaper i inn- og utland.;specific;administrasjon bedriftsrådgivning delta faller forretningsdrift føre inn inn- internkontroll regulær selskaper utland;bookkeeping core, advisory;;
918585826;LAND & VALDRES REGNSKAP AS;7;;Bistå virksomheter med regnskapsførsel og økonomisk rådgivning.;generic;bistå;bookkeeping core, advisory;;
997842731;LANDBØ REGNSKAP AS;22;;Drift av regnskapskontor, herunder konsulentbistand knyttet til økonmiske, skattemessige og administrative forhold.;specific;administrative forhold knyttet konsulentbistand økonmiske;bookkeeping core, advisory, audit/tax;;
994883291;LANGSETH SERVICES AS;39;;Forretningaførsel, regnskapsføring, utleie av arbeidskraft og hva som står i naturlig forbindelse, herunder deltagelse i andre selskap med samme eller lignende formål.;specific;arbeidskraft deltagelse forretningaførsel;bookkeeping core;;
932707535;LARVIK REGNSKAPSBYRÅ AS;8;www.larvikregnskap.no;Regnskapsføring for andre, samt hva som står i forbindelse med dette.;boilerplate;;bookkeeping core;;
947590529;LAURITZEN REGNSKAP A/S;5;;Drive regnskapskontor samt hva som dermed står i forbindelse.;boilerplate;;bookkeeping core;;
914459060;LEIF KIELSEN AS;9;;Konsulentvirksomhet innen regnskapsbransjen og utleie av ansatte til egne selskap.;specific;ansatte egne regnskapsbransjen;bookkeeping core, advisory;;
912434427;LEINONEN AS;9;leinonen.eu/nor/no/;Regnskapsføring for andre, lønnskjøringstjenester for andre, konsulentvirksomhet, økonomisk rådgivning;generic;lønnskjøringstjenester;bookkeeping core, payroll, advisory;;
980491064;LEKSVIK REGNSKAP AS;5;;Regnskapskontor.;boilerplate;;bookkeeping core;;
975363791;LIER REGNSKAP AS;22;;Regnskapskontor med bokføring av klienters regnskap, rådgivning og ellers alt hva hører inn under begrepet økonomiveiledning. Deltagelse i annen virksomhet.;specific;begrepet deltagelse ellers inn klienters økonomiveiledning;bookkeeping core, advisory;;
892122652;LIGO REGNSKAP AS;25;;Salg av regnskaps- og konsulenttjenester.;generic;regnskaps-;bookkeeping core, advisory;;
813798662;LIKVIDITAS REGNSKAP AS;10;;Rådgivning og regnskapstjenester.;boilerplate;;bookkeeping core, advisory;;
814447502;LILLESAND REGNSKAP OG ØKONOMI AS;7;;Regnskapføring og økonomisk rådgivning.;generic;regnskapføring;bookkeeping core, advisory;;
918953515;LIMA REGNSKAP AS;6;;Regnskapstjenester, økonomisk rådgivning, utleie/konsulenttjenester innen regnskap og økonomisk rådgivning og andre tjenester/produkter som naturlig faller sammen med dette, herunder delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagender.;specific;delta faller foretagender gjøre interessert måte seg selskaper;bookkeeping core, advisory;;
992940247;LIMCO REGNSKAP AS;5;www.rcbergen.no;Regnskapsførsel, inkasso.;generic;inkasso;bookkeeping core;;
955367286;LISTA REGNSKAPSLAG AS;7;www.listaregnskapslag.no;Regnskapskontor.;boilerplate;;bookkeeping core;;
819731942;LITNOR ACCOUNTING AS;6;;Regnskapførervirksomhet, økonomisk og administrativ rådgivning, og konsulentvirksomhet innenfor regnskap, økonomi, skatt, avgift.;specific;administrativ avgift regnskapførervirksomhet;bookkeeping core, advisory, audit/tax;;
985641803;LOFOTEN ØKONOMISERVICE AS;12;;Drive regnskapsføring og konsulentvirksomhet, med lignende tilhørende virksomhet, herunder også å delta i andre selskaper med lignende virksomhet.;specific;delta selskaper tilhørende;bookkeeping core, advisory;;
922662118;LU COMPANY ØKONOMI AS;5;;Regnskapsførsel, avstemming og kontroll, lønn, fakturering, årsoppgjør, enkel bedriftsrådgivng.;specific;avste bedriftsrådgivng enkel fakturering ing kontroll lønn årsoppgjør;bookkeeping core, payroll, advisory;;
987656190;LUND REGNSKAPSKONTOR AS;22;www.lundregnskap.no;Å ta på seg oppdrag for ekstern regnskapsføring, lønn og fakturering samt årsoppgjør. Selskapet tar også på seg andre oppdrag som står i naturlig forbindelse med kjernevirksomheten.;specific;ekstern fakturering kjernevirksomheten lønn oppdrag seg tar årsoppgjør;bookkeeping core, payroll;;
978616070;LUNDEN REGNSKAP AS;30;;Regnskapsføreing, fakturering, lønn, økonomistyreing herunder rådgivning m.v.;specific;fakturering lønn regnskapsføreing økonomistyreing;bookkeeping core, payroll, advisory;;
928521532;LURØY BYGG OG REGNSKAP AS;6;;Regnskapsføring, føring av regnskap for andre. Regnskap og bokføring. Eiendomsselskap, kjøp/salg av fast eiendom.;generic;eiendomsselskap fast;bookkeeping core, unrelated trade;;
925856649;LYKKETALL AS;11;www.lykketall.com;Føre regnskap i næring for andre selskaper. Levere regnskap- og økonomitjenester, administrasjonstjenester og generell konsulentvirksomhet. Selskapet kan også levere andre tjenester som naturlig sammenfaller med dette - samt deltakelse i andre selskaper, investeringer og nærliggende virksomhet.;specific;administrasjonstjenester deltakelse enfaller føre næring nærliggende regnskap- selskaper økonomitjenester;bookkeeping core, advisory;;
967108642;LØBØ REKNESKAP OG ØKONOMI AS;5;;Rekneskapstjenester.;generic;rekneskapstjenester;;;
919172029;LAASTAD PLUSS & MINUS AS;11;www.laastadplussogminus.no;Regnskap og bedriftsrådgivning.;generic;bedriftsrådgivning;bookkeeping core, advisory;;
979295278;MAERSK ACCOUNTANCY & VAT SERVICES NORWAY AS;25;www.maersk.com;Bedrive regnskapsførsel, samt drive konsulent og kursvirksomhet.;generic;bedrive kursvirksomhet;bookkeeping core, advisory;;
936025609;MAGNAR NILSEN CONSULTING AS;5;;Regnskapsføring, skatterådgivning og konsulenttjenester innen økonomi.;generic;skatterådgivning;bookkeeping core, advisory, audit/tax;;
895021032;ME-TO REGNSKAPSKONTOR AS;6;;Autorisert regnskapførervirksomhet.;generic;autorisert regnskapførervirksomhet;bookkeeping core;;
920554466;MEDIO CONSULTING AS;6;www.medioconsulting.no;Regnskapsføring og konsulenttjenester og andre produkter/tjenester som naturlig hører sammen med dette, herunder å delta i andre selskap med lignende virksomhet, og kjøp og salg av aksjer eller på annen måte gjøre seg interessert i andre foretak.;specific;delta foretak gjøre interessert måte seg;bookkeeping core, advisory;;
927345854;MEIRE VVS REGNSKAP AS;5;;Regnskapsførsel, lønn, årsoppgjør og rådgivning.;generic;lønn årsoppgjør;bookkeeping core, payroll, advisory;;
981124715;MELHUS REGNSKAP AS;29;www.melhus-regnskap.no;Regnskapsføring, økonomisk rådgivning og det som naturlig hører inn under dette.;generic;inn;bookkeeping core, advisory;;
947226010;MELØY ØKONOMISENTER AS;14;;Å drive regnskapsføring og tjenesteyting som står i sammenheng med det. Selskapet kan også engasj- ere seg i andre selskap ved aksjeoppkjøp o l.;specific;aksjeoppkjøp engasj- enheng ere seg;bookkeeping core;;
992894903;MEMOACCOUNTING AS;16;;Regnskapsføring, økonomisk rådgivning og konsulentvirksomhet.;boilerplate;;bookkeeping core, advisory;;
954971392;MERCATOR AS;8;;Drive regnskapskontor med konsulentservice samt all virksomhet som står i forbindelse hermed, således også kjøp, salg og leie av fast eiendom og ved aksjetegning eller på annen måte å gjøre seg interessert i andre foretagender.;specific;aksjetegning fast foretagender gjøre interessert konsulentservice leie måte seg således;bookkeeping core, advisory, unrelated trade;;
916589085;MERKANT AS;51;;Selge og utvikle regnskaps- og EDB tjenester, programprodukter og EDB utstyr til næringslivet, samt utvikle og drive virksomhet innenfor beslektede områder.;specific;beslektede edb næringslivet områder programprodukter regnskaps- utstyr;bookkeeping core, IT/data services;;
993772151;MERKANTIL CONSULT AS;12;www.merkantilconsult.no;Regnskapsførsel og økonomisk konsulentvirksomhet.;boilerplate;;bookkeeping core, advisory;;
996413764;MGI REGNSKAP AS;12;;Salg av regnskaps- og tilhørende konsulenttjenester samt deltagelse i andre virksomheter.;specific;deltagelse regnskaps- tilhørende;bookkeeping core, advisory;;
988889512;MIDT-TELEMARK REGNSKAP AS;10;;Rekneskapsføring, økonomirådgjeving og konsulenttjenester og det som naturleg høyrer til dette, samt deltagelse i andre selskap som har økonomisk formål.;specific;deltagelse har høyrer naturleg rekneskapsføring økonomirådgjeving;advisory;;
944850295;MIDTBYEN REGNSKAP AS;5;www.midtbyenregnskap.no;Tilby og utføre regnskapstjenester. Salg av økonomiske konsulenttjenester.;generic;tilby utføre;bookkeeping core, advisory;;
985148651;MIKI REGNSKAP AS;11;;Regnskapstjenester og alt som med dette tilhører samt deltagelse i andre virksomheter.;generic;deltagelse tilhører;bookkeeping core;;
914994888;MILLOR AS;9;www.millor.no;Regnskaps- og konsulenttjenester.;generic;regnskaps-;bookkeeping core, advisory;;
938712085;MODUM REGNSKAP AS;7;;Handel, regnskapsføring, datatjenester, konsulenttjenester, eie aksjer/andeler i andre selskaper, samt hva hermed står i forbindelse.;specific;datatjenester eie selskaper;bookkeeping core, advisory, IT/data services, unrelated trade;;
934406699;MODUM REGNSKAPSKONTOR AS;12;;Regnskapsføring.;boilerplate;;bookkeeping core;;
932039214;MOELV REGNSKAPSBYRÅ AS;13;;Regnskapsføring.;boilerplate;;bookkeeping core;;
897484692;MOSS ØKONOMISERVICE AS;5;www.mossokonomi.no;Drift av autorisert regnskapsførervirksomhet, herunder salg av andre økonomisk administrative tjenester.;specific;administrative autorisert regnskapsførervirksomhet;bookkeeping core;;
921790473;MOTREGN AS;6;;Yte tjenester innen regnskapsføring og konsulenttjenester for små og mellomstore bedrifter, herunder det som naturlig står i den forbindelse, samt deltakelse ved aksjeinnskudd eller på annen måte i selskap med økonomisk formål.;specific;aksjeinnskudd deltakelse mellomstore måte små yte;bookkeeping core, advisory;;
997805771;MOTZFELDT REGNSKAP AS;9;;Økonomi og regnskapstjenester.;boilerplate;;bookkeeping core;;
812206532;MOVERE ØKONOMI & REGNSKAP AS;8;www.movere.no;Regnskapskontor. Økonomisk rådgivning.;boilerplate;;bookkeeping core, advisory;;
991318631;MPR REGNSKAP AS;13;www.mprg.no;Regnskapsbistand og rådgivning, samt annet som naturlig faller sammen med dette.;generic;faller regnskapsbistand;bookkeeping core, advisory;;
998127998;MR REGNSKAP AS;10;;Utføre regnskapstjenester for Møbelringen AS medlemmer.;specific;medle møbelringen utføre;bookkeeping core;;
919017805;MTA GROUP AS;7;www.mtagroup.no;Regnskapsføring og rådgivning. Kjøp og salg av aksjer eller på annen måte å delta i andre virksomheter. Undervisning.;specific;delta måte undervisning;bookkeeping core, advisory;;
950428643;MULTI REGNSKAP AS;7;;Levere regnskapstjenester og konsulenttjenester samt hva hermed står i forbindelse, herunder å delta i andre selskaper.;boilerplate;;bookkeeping core, advisory;;
913423585;MYHRERS RTB AS;7;mrtb.no;Regnskapsmessig bistand av enhver art,samt deltak- else i annen virksomhet ved aksjetegning e.l.;specific;aksjetegning art deltak- else enhver regnskapsmessig;bookkeeping core;;
975916766;MYRE REGNSKAP AS;7;www.myreregnskap.no;Å drive regnskapskontor og annen virksomhet som naturlig faller inn under dette, herunder å delta i andre selskaper.;generic;faller inn;bookkeeping core;;
889438762;MÅL REGNSKAP AS;6;;Regnskapsførsel, bedriftsrådgivning og andre dertilhørende tjenester.;generic;bedriftsrådgivning dertilhørende;bookkeeping core, advisory;;
976944194;NAMDALSEID REGNSKAP AS;12;www.namdregnskap.no;Bedriftsøkonomisk rådgivning, inklusive regnskapsførsel.;generic;bedriftsøkonomisk inklusive;bookkeeping core, advisory;;
966809299;NITSCHKE CONSULT AS;9;;Regnskapsføring og økonomitjenester.;generic;økonomitjenester;bookkeeping core;;
824591962;NIVAL AS;10;;Regnskapsføring.;boilerplate;;bookkeeping core;;
968611313;NIVENTUS CONSULT AS;8;;Regnskap og rådgivning.;boilerplate;;bookkeeping core, advisory;;
989572938;NJORD BUSINESS SERVICES AS;22;;Regnskapsfører- og bedriftsøkonomisk rådgivningsvirksomhet. Investering i aksjer, obligasjoner og andre verdipapirer.;specific;bedriftsøkonomisk obligasjoner regnskapsfører- rådgivningsvirksomhet verdipapirer;bookkeeping core, advisory;;
833028812;NLR REGNSKAP AS;35;;Regnskapsføring.;boilerplate;;bookkeeping core;;
995627892;NOMIA AS;9;;Regnskapstjenester og andre nærliggende tjenester som er naturlig for et regnskapskontor å tilby sine kunder.;specific;nærliggende sine tilby;bookkeeping core;;
932124777;NOR LOGISTIKK AS;7;;Regnskapsføring.;boilerplate;;bookkeeping core;;
932079119;NOR REGNSKAP AS;5;;Regnskapsføring.;boilerplate;;bookkeeping core;;
831568542;NORD SERVICES AS;7;www.nordservices.no;Forestå regnskapsførsel og å yte konsulent- tjenester innen økonomi og regnskap, samt gjøre seg interessert i annen økonomisk virksomhet, heri investering i fast eiendom.;specific;fast forestå gjøre heri interessert konsulent- seg yte;bookkeeping core, advisory, unrelated trade;;
829221772;NORDIC SUPPORT AS;9;;..Føre regnskap og levere konsultentjenester til kunder, konsernselskaper og franchisevirksomheter, herunder andre tjenester som inngår i realiseringen av ovennevnte formål;specific;franchisevirksomheter føre inngår konsernselskaper konsultentjenester ovennevnte realiseringen;bookkeeping core;;
976516109;NORDKAPP REGNSKAPSBYRÅ AS;10;;Regnskapskontor.;boilerplate;;bookkeeping core;;
923714170;NORDVIK REGNSKAP AS;5;;Regnskapskontor med tilhørende aktiviteter.;generic;aktiviteter tilhørende;bookkeeping core;;
870992122;NORGES TAXI REGNSKAP AS;6;;Regnskapsføring og økonomisk rådgivning samt hva som naturlig faller inn under dette, herunder deltagelse i selskap med lignende eller beslektede formål.;specific;beslektede deltagelse faller inn;bookkeeping core, advisory;;
883743512;NORGESGRUPPEN REGNSKAP AS;119;;Regnskapstjenester til konsernselskap og kjøpmannseide virksomheter, herunder konsulenttjenester og andre tjenester som inngår i realiseringen av ovennevnte formål.;specific;inngår kjøpmannseide konsernselskap ovennevnte realiseringen;bookkeeping core, advisory;;
992932767;NORHEIM REGNSKAP AS;7;;Regnskapsførerbransjen.;generic;regnskapsførerbransjen;bookkeeping core;;
934605527;NORSK REGNSKAP AS;14;;Regnskapsføring.;boilerplate;;bookkeeping core;;
931924672;Norsk Regnskap og Inkasso AS;10;www.nri.as;Regnskapsføring, inkasso og annen tjenesteyting.;generic;inkasso;bookkeeping core;;
913229401;NORUS ACCOUNTING AS;7;www.norus-regnskap.no;Økonomisk og juridisk rådgivning, tolketjeneste.;generic;juridisk tolketjeneste;advisory;;
