orgnr;navn;ansatte;har_regnskap;valuta;regnskapsregler;smaaForetak;avviklingsregnskap;kalenderaar;periode_slutt;sumDriftsinntekter;driftsresultat;sumEiendeler;aar_tilgjengelig;sammenlignbar
981112784;OPDAHL OG PETTERSEN ELEKTRO AS;26;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;40590409;1976321;17064068;15;True
993360953;AGDER EL INSTALLASJON ARENDAL AS;12;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;12049192;129910;3638526;15;True
995595249;HAGA ELEKTRO AS;7;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;8257298;73732;4551162;15;True
987586400;E-TECH ELEKTRO INSTALLASJON AS;31;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;52435159;1764106;12378863;15;True
923124837;ITEL AS;40;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;58352302;7118598;21359910;7;True
980507653;ASTRAKOM AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;73292496;10466708;24036032;15;True
978662463;EVTEK AS;38;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;50150873;715959;12428513;15;True
893022392;ATOM ELEKTRO AS;49;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;42248705;4192797;36764343;15;True
974478285;NETCO AS;55;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;86813102;5102351;50007421;15;True
990897255;MONTERINGSSERVICE AS;7;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;9531507;1146598;3831356;15;True
991471898;RYGER ELEKTRO AS;27;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;42312716;961535;13980189;15;True
928722619;LAUGSTOL ENERGISERVICE AS;11;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;25257482;2755003;9907808;4;True
989957910;NOVA ELEKTRO AS;7;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;14390658;650702;4086317;15;True
928159191;HANESETH REAL ELEKTRO AS;15;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;21702595;762007;7602828;5;True
965558268;HAKO ELEKTRO AS;50;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;98127481;9415925;32077386;15;True
986717447;HM ENERGI AS;19;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;101021396;13272154;51407190;15;True
929438663;ELKONTAKT I KARLSTAD AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;5110324;1762028;2789912;4;True
916499310;ALARM & SERVICE AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;21648668;870722;4033911;11;True
914973414;VINDEREN ELEKTRO AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;12190335;2798748;8309654;11;True
989945793;HALVORSEN ELEKTRISKE AS;8;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;8418690;173800;2815683;15;True
830976612;ELEKTROENTREPRENØREN AS;16;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;30542986;3902401;9783369;3;True
986673768;NYMOE ELEKTRO AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;10884040;120437;4632122;15;True
925323276;BLU ELECTRO AS;217;True;NOK;regnskapslovenAlminneligRegler;False;False;True;2025-12-31;298501159;1163480;92599112;6;True
915453457;ELEKTROPLUSS TELEMARK AS;37;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;70768304;5297841;31968775;11;True
987898062;ELEKTRIKER ØST AS;16;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;21602773;1470537;7369279;15;True
919827661;ELEKTRIKERN KJELL SÆTERØY AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;5646577;653463;3100000;9;True
980433994;MINEL DRØBAK ELEKTRISKE AS;25;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;34673959;246447;12610259;15;True
998541298;O. STABELL ELEKTRISKE AS;14;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;24780994;7655037;22475834;14;True
938235767;HTL ELECTRIC GROUP AS;33;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;40278707;-271780;14816668;15;True
946995517;A/S Even Cudrio;14;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2024-12-31;17620168;-1401017;7671192;14;True
997391063;MADSEN ELEKTRO AS;19;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;34969844;3777230;22618281;15;True
927602881;TELEMARK ELEKTRO OG MONTASJE AS;14;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;21873251;2967769;10874944;5;True
988352594;HANESETH GRUPPEN AS;17;True;NOK;regnskapslovenAlminneligRegler;False;False;True;2025-12-31;35713719;8373802;192248888;15;True
934785207;LAUKAS ELEKTRISKE PROSJEKT AS;21;True;NOK;regnskapslovenAlminneligRegler;True;False;False;2025-12-31;24270994;1302884;8622118;1;False
997795520;ALFRED NESSET AUTOMASJON AS;22;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;29702978;309456;11769422;14;True
991295070;SLAGEN ELEKTRISKE AS;12;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;12011889;-1400681;4835529;15;True
917290970;ALNA ELEKTRO AS;10;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;27458125;-1082594;10145377;10;True
833841262;TELETO AS;7;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;8601614;693954;2606156;2;True
811600792;ELTERA AS;115;True;NOK;regnskapslovenAlminneligRegler;False;False;True;2025-12-31;247008453;11797044;131746991;13;True
929008596;AURLAND ELEKTRISKE AS;12;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;16441655;1688244;15676715;15;True
986724311;VINSNESBAKK ELEKTRO AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;3322148;-792918;2282792;15;True
979746628;NORMATIC AS;83;True;NOK;regnskapslovenAlminneligRegler;False;False;True;2025-12-31;190175193;25432882;113559399;15;True
919997400;SOLCELLEKRAFT AS;46;True;NOK;regnskapslovenAlminneligRegler;False;False;False;2025-03-31;117275056;-18476248;80262550;8;False
994734474;LYSGLIMT ELEKTRO AS;24;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;41345149;5658053;18206775;15;True
998881854;ELEKTROMONTASJE AS;20;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;27147472;1709007;11568742;14;True
994038370;SH - ELEKTRO AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;11961234;114425;4907151;15;True
935847303;SIMO ELEKTRO ENTREPRENØR AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;6397336;-511734;2636131;1;True
915243398;HANESETH SÆTHER ELEKTRISKE AS;15;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;21866393;2092086;7733454;11;True
921785062;TRG-ELEKTRO AS;22;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;39056063;3294502;13982197;7;True
979213832;EIKLID & EKDAHL ELEKTRO AS;25;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;50603872;2474430;8636406;15;True
984256434;WIST MIKAELSEN & GIFSTAD AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;9217254;1025060;5158543;15;True
987627328;VADSØ INSTALLASJON AS;36;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;48760156;3573778;34210619;15;True
980177084;E-VERKET ELEKTROINSTALLASJON AS;12;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;16793712;667864;6720374;15;True
916547137;LUX ELEKTRO AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;13260317;1018784;6878808;10;True
928736970;ALTI-EL AS;16;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;24886688;958461;9079402;4;True
930877425;SINUS NESNA AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;11101945;1901787;7385364;15;True
948501341;HARALDSEID ELEKTRISKE AS;14;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;19184512;2658732;16498368;15;True
912326098;HANESETH BODØ AS;105;True;NOK;regnskapslovenAlminneligRegler;False;False;True;2025-12-31;201422621;6998481;62854913;15;True
991479317;EL-FOCUS AS;8;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;11702517;337150;7390710;15;True
987166959;E-NOR INSTALLASJON AS;102;True;NOK;regnskapslovenAlminneligRegler;False;False;True;2025-12-31;223305029;9731063;98292903;15;True
974413663;ARILD ANDERSEN ELEKTRO AS;7;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;13282750;409542;8824346;15;True
932195429;RUTLEDAL ELEKTRO AS;15;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;19059099;-1004008;6153275;3;True
976041267;ELEKTRO TEAM AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;20546980;1309609;7915267;15;True
975363112;ELEKTROFORUM AS;19;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;18010824;1392832;10992675;15;True
918616462;ENERGO AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;6974161;-650012;413595;9;True
970976981;ØDESKAUG ELEKTRO AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;12874839;-6257;6846311;15;True
935656192;Oslo Elektro - Service A/S;7;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;7873108;20949;5575696;15;True
989342428;DIN ELEKTROPARTNER AS;16;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;24876289;3257326;9228251;15;True
982122996;AMDAL ELEKTRO AS;14;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;27324114;3225825;18523050;15;True
966918942;AL ELEKTRISKE AS;16;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;25340856;1719555;10522407;15;True
912609413;CENTRUM ELEKTRISKE AS;34;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;82092349;6111718;25305058;13;True
922957398;ODIN BRANNTEKNIKK AS;12;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;20427122;799851;5651497;7;True
991869565;ALGRØY ELEKTRO AS;24;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;38795569;3171544;26945827;15;True
941828167;STADT ELEKTRO AS;8;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;55356958;155002;16431892;15;True
932790548;ELEKTROPUNKT AS;12;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;16127338;2595909;8865382;2;True
976479297;RØNNING INSTALLASJON AS;12;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;17079461;468403;11984427;15;True
936283101;BERGEN ELEKTROSERVICE A/S;41;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;68041588;9137800;32778915;15;True
992293233;ELEKTROINSTALLATØR TERJE JØRGENSEN AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;13723068;376230;4996677;15;True
959743754;NÆSS INSTALLASJON AS;7;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;8226368;368107;2914548;15;True
959069743;CAVERION NORGE AS;1831;True;NOK;regnskapslovenAlminneligRegler;False;False;True;2025-12-31;3809226000;344589000;2526356000;15;True
980891674;SØGNE ELEKTRISKE AS;22;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;29090941;2238197;14292831;15;True
920283667;TRE ALLSERVICE AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;7627865;249374;5312267;8;True
978614760;ELEKTRIKERTJENESTEN AS;10;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;13489765;272712;5006512;15;True
917268789;HMN ELEKTRO AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;6919473;-89487;2813706;10;True
975972046;S LARSSEN INSTALLASJON AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;10385220;22144;2467587;15;True
986354026;MINEL GJØVIK AS;49;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;88445715;1361669;20933122;15;True
975360296;LYSPUNKTET AS;11;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;14548375;-1160022;7097968;15;True
956338948;NILSEN ELEKTRO AS;26;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;43174724;1452008;15183197;15;True
