orgnr;navn;ansatte;har_regnskap;valuta;regnskapsregler;smaaForetak;avviklingsregnskap;kalenderaar;periode_slutt;sumDriftsinntekter;driftsresultat;sumEiendeler;aar_tilgjengelig;sammenlignbar
880381962;HASUND AS;26;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;36621932;3863556;11968871;15;True
987660376;BRÆNDS ØKONOMI AS;20;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;20509080;21407;7441145;15;True
967534579;KANTALL AS;33;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;50392460;6381720;25541816;15;True
948120984;AKTIV ØKONOMISERVICE AS;14;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;16231690;2174125;6249060;15;True
989682660;FINANSTORGET AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;10620376;1419294;5033003;15;True
998577179;AKTIVA AS;7;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;5574874;543011;1970710;14;True
830327142;NRFD AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;6146623;959492;2973691;4;True
932124777;NOR LOGISTIKK AS;7;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;10313926;884799;5486096;2;True
932423138;REGNSKAP SENJA AS;8;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;5090105;739028;2051722;3;True
892122652;LIGO REGNSKAP AS;25;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;41294169;9347642;16180033;15;True
919419784;OPTIMAL-ØKONOMI AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;3516323;276988;1306903;9;True
914288525;HEGGE REGNSKAP AS;8;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;5846569;952380;3137739;12;True
986151818;HATTFJELLDAL REGNSKAPSKONTOR AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;4886365;600539;2058900;15;True
919563753;ICONOMY AS;22;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;19987890;978961;6700139;9;True
979850212;ØKONOMISENTERET AS;24;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;25968093;2531634;9520637;15;True
927657899;UNIKUM REGNSKAP AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;7429797;1528134;4571634;5;True
966313404;EKSTERN REGNSKAP AS;10;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;9593881;250770;2754710;15;True
938683913;ADB-SENTERET AS;12;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;11438873;842434;8525960;15;True
925088285;STARIA NORWAY AS;16;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;20397480;1485835;6465769;6;True
998913268;VOSSESTRAND REKNESKAPSKONTOR AS;10;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;8431327;-596577;2527310;14;True
919807172;HAUGALAND REGNSKAP AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;5973785;417769;1209241;9;True
993800139;ECIT SERVICES AS;293;True;NOK;regnskapslovenAlminneligRegler;False;False;True;2025-12-31;380852748;43881843;234675872;15;True
922173478;OPUS ØKONOMI AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;3741100;276050;4375761;7;True
871231362;ØKONOMIHUSET FAUSKE AS;10;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;8282246;727999;3962146;15;True
979947143;ØKONOMI SOGN AS;8;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;8438623;600082;6733545;15;True
942442106;TRØNDELAG ØKONOMI & HR AS;22;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;27721112;4253853;9066995;15;True
926474707;ASKIMCONSULT AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;6887951;1375012;2661406;5;True
988076678;ECOVIS ARDUR TAX AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;18025525;3743513;9234677;15;True
896861042;DATAPLAN ALPHA AS;45;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;60957511;8542140;27696354;15;True
823450982;DEVOLD CONSULTING AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;10642299;2199149;16312900;15;True
889438762;MÅL REGNSKAP AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;8660198;142958;2918912;15;True
912106594;OSEBERG SERVICES AS;47;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;56999472;4891603;20160295;13;True
936354890;INFOREGN AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;9434003;2232508;4751271;15;True
997862945;VKST AS;67;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;52700049;5487904;49685019;14;True
992106468;VEKSTRA HARDANGER OG VOSS AS;25;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;21359273;608725;7866648;15;True
916598416;A B REKNESKAP AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;6488094;1401802;5959617;10;True
988889512;MIDT-TELEMARK REGNSKAP AS;10;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;6198951;279884;2315192;15;True
993496308;SKARVEN REGNSKAP AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;6021877;1319227;2265956;15;True
931313657;HAV REGNSKAP STAVANGER AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;8116841;-599205;6383862;3;True
813798662;LIKVIDITAS REGNSKAP AS;10;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;8815894;993018;9129420;12;True
911612364;ADMA AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;10220983;349113;3276013;13;True
991331573;VITO REGNSKAP AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;8400596;1349021;3819483;15;True
930047198;RESPIRARE ACCOUNTING STAVANGER AS;17;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;25074050;7021341;11579924;4;True
888978062;VOLD REGNSKAP AS;12;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;20252189;2245972;11963013;15;True
937416873;ADMINISTRATIV REGNSKAPSSERVICE AS;12;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;12969270;1640061;4676165;15;True
957162193;SKATT & FRADRAG KUNSTNERE AS;8;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;5914249;660820;1779735;15;True
983041809;VESTVÅGØY REGNSKAP AS;7;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;10505921;2163751;14570619;15;True
989002090;ERVIK REKNESKAP AS;7;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;7063039;-16401;1618786;15;True
993215279;AKTUELT REGNSKAP AS;8;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;9173869;1372803;9033155;15;True
979607008;STATEMENT AS;45;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;72632310;122003;31073544;15;True
820585402;ONE ACCOUNTING AS;30;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;32417711;3242389;13165156;8;True
931524364;RIKTIG REGNSKAP AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;2651803;351153;1124825;3;True
981124715;MELHUS REGNSKAP AS;29;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;36608152;3207212;15074675;15;True
831087692;ECONPARTNER AS;43;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;83555750;28510972;39179912;15;True
980614107;REGNSKAPSRINGEN SOON AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;7565842;1396500;3750384;15;True
980738787;REGNSKAPSTEAM HALLINGDAL AS;11;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;12872736;2110438;5832785;15;True
968267000;HEGLE REGNSKAP AS;14;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;15601795;2004305;8243105;15;True
914852668;SNØHETTA REGNSKAP OPPDAL AS;11;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;10183894;1961876;3784585;11;True
985698686;BÅRSETH REGNSKAP AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;6827521;141248;2677647;15;True
912444538;SUMMARUM AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;3685915;-252662;2009853;13;True
980289648;SPAREBANK 1 REGNSKAPSHUSET VALHALL AS;64;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;74432914;7364268;31960303;15;True
987447702;ØKORÅD HADSEL AS;17;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;27762709;4714815;9953297;15;True
979295278;MAERSK ACCOUNTANCY & VAT SERVICES NORWAY AS;25;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;28119550;439808;15998715;15;True
921859678;ADVIS AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;14812638;1248812;3694249;8;True
933941280;REGNSKAPSVERDEN AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;4779116;433936;2055025;2;True
942099975;HETOR REGNSKAPSSERVICE AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;11902433;1559098;4289139;15;True
933249913;HAUGERUD REGNSKAPSKONTOR AS;17;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;21436667;867165;7366030;2;True
980392198;COAST CORPORATE SERVICES AS;10;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;12294145;-53370;4422619;15;True
982276683;BRYGGA REGNSKAP AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;8259223;431229;2339889;15;True
929587758;AILE TEAM AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;3809109;111396;933932;4;True
971050691;REGNSKAP NORD AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;2935280;-194352;823792;15;True
975855635;ÅFJORD REGNSKAP AS;32;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;39005235;2365669;26440700;15;True
912683052;ECIT VALDRES AS;14;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;13541625;1311022;3771005;13;True
993486124;FASTPRIS REGNSKAP AS;11;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;11729178;554723;3285968;15;True
930094757;TOPNOR REGNSKAP AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;6680013;26991;2540428;4;True
931237764;SÖDERBERG & PARTNERS REGNSKAP AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;13223946;306626;4770691;3;True
983898033;PRO-SJEKT REGNSKAP AS;8;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;12563956;2125171;4384062;15;True
914841755;BRI UTVIKLING AS;5;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;6418900;-1264450;5615527;11;True
929567374;TROLLTINDAN ØKONOMI AS;8;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;4863145;413672;1407254;4;True
930369659;VIMENTE AS;6;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;4420983;21669;1014343;4;True
913270940;ACTIVREGNSKAP AS;7;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;4892320;-941574;1993942;12;True
971068450;BJERKREIM REKNESKAPSKONTOR AS;11;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;7673474;115993;2319362;15;True
999054463;PARADIS REGNSKAP AS;9;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;13825691;615066;8075926;14;True
917894558;WÆRP REGNSKAP AS;13;True;NOK;regnskapslovenAlminneligRegler;True;False;True;2025-12-31;7369632;-482425;1828208;15;True
